Title,Release year,Genre,Duration,Rating,Viewership Certificate,User votes,Plot synopsis,Director,Poster Link
Chuck Norris vs. Communism,2015,"['Documentary', 'Comedy', 'History']",1h 18m,7.4,Not Rated,2.5K,"In the oppressive 1980s communist Romania, the smuggled VHS tapes of banned Hollywood films become an inspirational ray of hope. A hybrid feature about the magic of film and the power it has to change lives.",Ilinca Calugareanu,https://m.media-amazon.com/images/M/MV5BMjEyZmRkNGYtYjEyOC00NmE5LWIxNzQtZjFjZDU1YWVjZjM5XkEyXkFqcGdeQXVyNDgxMDU4NTU@._V1_.jpg
Mondo New York,1988,"['Documentary', 'Comedy', 'Music']",1h 23m,5.9,Unrated,245,"The dark-side tour includes performance artists, a cockfight, a slave auction, someone biting a chicken's head off.",Harvey Keith,https://m.media-amazon.com/images/M/MV5BZmM2ZDg4NzEtN2M3Zi00ZmRhLTk4YmMtOGNmZmY2OGQ2ZTdhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
"Apples, Oranges, Lemons & Limes",2022,"['Comedy', 'Drama', 'Romance']",,,,,,,
Grand Champion,2002,"['Comedy', 'Family']",1h 33m,4.2,G,826,"The tale of a spunky young boy named Buddy and his prize-winning calf, Hokey, as they climb from the underdog position up through the ranks of several Texas stock shows to ultimately fight to win the coveted title of Grand Champion.",Barry Tubb,https://m.media-amazon.com/images/M/MV5BZDEwMjcwOWYtM2EyZC00ZTg3LWEwOTctMzdhOTQ0ZDkxNTFiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
Magic Trip: Ken Kesey's Search for a Kool Place,2011,['Documentary'],1h 47m,6.8,R,1.7K,A freewheeling portrait of Ken Kesey and the Merry Pranksters' fabled road trip across America.,Alison Ellwood,https://m.media-amazon.com/images/M/MV5BMjE1ODE0MzE0M15BMl5BanBnXkFtZTcwNTM2NjQyNQ@@._V1_.jpg
Family Blood,2018,"['Drama', 'Horror', 'Thriller']",1h 32m,4.2,TV-MA,3.4K,"Ellie, a recovering drug addict, moves to a new city with her two teenage children. Struggling to stay sober, her life changes when she meets Christopher, who is a different kind of addict.",Sonny Mallhi,https://m.media-amazon.com/images/M/MV5BYzVhOWMyMDYtYzVmMC00MDA2LWFjNWYtMjQ3MDg2ZmJkODUwXkEyXkFqcGdeQXVyMjQwNTI0MDY@._V1_.jpg
Mr. Bungle: The Night They Came Home,2020,['Music'],,,,,,,
Citizen Sleuth,2023,['Documentary'],,,,,,,
One Romantic Night,1930,"['Comedy', 'Romance']",1h 13m,5.6,Passed,468,"A scheming mother wishes to make a successful match between her daughter and a prince, yet another man, a commoner, may stand in the way.",Paul L. Stein,https://m.media-amazon.com/images/M/MV5BZTBiN2NmNzUtN2RkZi00MzNiLThiNmEtMGUwMTJkMWFhMzA4XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
I Woke Up Early the Day I Died,1998,"['Comedy', 'Crime', 'Thriller']",,,,,,,
Bikini Hotel,1997,['Comedy'],1h 35m,3.3,R,286,"Samantha Vance inherits the Tiki Hotel when her father dies. She decides to fix it up but has problems drumming up business. Her friends throw a party at the hotel and an idea is born to make it the ""Bikini Hotel"" with all of the staff members wearing bikinis. This elicits jealou... Read all",Jeff Frey,https://m.media-amazon.com/images/M/MV5BMTM2MDEyOTQ1MV5BMl5BanBnXkFtZTcwNDcyMDE2MQ@@._V1_.jpg
The Outlaws Is Coming,1964,"['Comedy', 'Family', 'Western']",1h 28m,6,Approved,727,"Larry, Moe, and Curly Joe work for an editor at a Boston wildlife conservation magazine. They make such a mess of the pressroom that their publisher gets rid of them by sending them out west to stop the slaughter of buffalo. Upon their arrival they find themselves being sought af... Read all",Norman Maurer,https://m.media-amazon.com/images/M/MV5BZDhlYzZhN2UtNGU0Mi00NWQ3LTlmNDEtY2EyNTZkNjIwZDg5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg
Bonnie,2022,['Documentary'],,,,,,,
Steal Big Steal Little,1995,['Comedy'],2h 15m,4.7,PG-13,1.1K,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that ... Read all",Andrew Davis,https://m.media-amazon.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg
The Secrets of Emily Blair,2016,"['Horror', 'Thriller']",,,,,,,
Assault in Paradise,1977,"['Crime', 'Thriller']",1h 30m,5.1,PG,665,"A Native American travels around a resort town, murdering cops and rich people with a high-powered crossbow, while demanding that the town's richest residents pay him money to stop the killings.",Richard Compton,https://m.media-amazon.com/images/M/MV5BMDE5OGVkOWUtZmE5Ny00YzJkLTk1ODktMzU4YzlmNzgzMGQ0XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
R.A.D.A.R.: The Adventures of the Bionic Dog,2023,"['Adventure', 'Family']",1h 25m,4.6,PG,563,A boy and his dog with bionic powers save a small town from two bumbling crooks.,Scott Vandiver,https://m.media-amazon.com/images/M/MV5BMmVhNmNmNGYtOTAwNi00NWU1LWE3MmMtODdjMTUwZWQ5YzBlXkEyXkFqcGdeQXVyNTIyMzg0MDU@._V1_.jpg
Cash Out,2013,"['Crime', 'Drama', 'History']",,,,,,,
Evil Town,1985,['Horror'],1h 22m,3.8,R,428,Young people passing through a small town discover that an insane doctor is conducting sinister experiments on the town's youths to combat the aging process.,Curtis Hanson,https://m.media-amazon.com/images/M/MV5BODAxZTZjOTItOThjMy00NGNiLWJiNDUtNDkzOTNhZTMyMzRiXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_.jpg
The Story of O: Untold Pleasures,2002,['Drama'],1h 38m,4.2,Unrated,323,"Sir Stephen introduces O, a talented photographer in her late 20s, to a seductive world of deceit, power and eroticism.",Phil Leirness,https://m.media-amazon.com/images/M/MV5BMTU3NTIzMjE2MV5BMl5BanBnXkFtZTcwMjgyNjkzMQ@@._V1_.jpg
The Victors,1963,"['Drama', 'War']",,,,,,,
The Work,2017,['Documentary'],1h 29m,7.8,Not Rated,2.4K,"Set inside a single room in Folsom Prison, three men from the outside participate in a four-day group-therapy retreat with a group of incarcerated men for a real look at the challenges of rehabilitation.",Jairus McLeary,https://m.media-amazon.com/images/M/MV5BNGNmMWVkNzMtYTdmZC00MjliLTk2MzAtZGJlMWEzOTk2MzVjXkEyXkFqcGdeQXVyNzM5Mjg1NDg@._V1_.jpg
Female Zombie Riot,2016,"['Comedy', 'Horror']",1h 35m,3.2,TV-MA,182,"Following the release of Zombie Women of Satan, the movie about the events of the first film, Pervo's career hasn't quite gone to plan. Shunned and unwanted, he's a fading star. But not to be defeated, he returns to this sequel with a new manager, a trusty bodyguard and the beaut... Read all",Chris Greenwood,https://m.media-amazon.com/images/M/MV5BNzNkYWFkNmQtYTJiMS00MjhhLTlkMzAtN2UxYWUxNzkzNmIzXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_.jpg
The Final War: The 100 Year Plot to Defeat America,2022,['Documentary'],,,,,,,
Steam,2007,['Drama'],2h,5.3,Not Rated,218,"Steam tells the stories of three women, linked only by the steam room at the local gym. The women seem ""stuck"" in life, until each one finds a fulfilling new relationship.",Kyle Schickner,https://m.media-amazon.com/images/M/MV5BMTUxODE3MzQwOV5BMl5BanBnXkFtZTcwMjEzMDQ0MQ@@._V1_.jpg
Kenny & Company,1976,"['Comedy', 'Drama']",1h 30m,7.2,PG,792,A coming-of-age story about the lives of a teenage boy and his friend as they traverse the highs and lows of boyhood in the run-up to Halloween.,Don Coscarelli,https://m.media-amazon.com/images/M/MV5BYzllYjIyYmItYjQzMi00YzRkLTllMjctNTA4NGU1MmJiNjZmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
Amityville Ripper,2023,"['Comedy', 'Horror']",,,,,,,
Glitterati,2004,['Drama'],,,,,,,
The Adventures of Thomasina Sawyer,2018,"['Adventure', 'Family']",1h 33m,5.7,Not Rated,216,"In this adaptation of Mark Twain's timeless classic, Thomasina Sawyer and Huck Finn must decide what to do after witnessing the pinning of a murder on an innocent man.",Brian Brooks II,https://m.media-amazon.com/images/M/MV5BMGNmOTFiMjktNGE3My00YjEyLWIzYzQtZTYzNTY4NzY5OTZlXkEyXkFqcGdeQXVyOTUyOTA1Mjk@._V1_.jpg
Four Frightened People,1934,"['Adventure', 'Drama']",1h 18m,6.2,Approved,720,"Four passengers escape their bubonic plague-infested ship and land on the coast of a wild jungle. In order to reach safety they have to trek through the jungle, facing wild animals and attacks by primitive tribesmen.",Cecil B. DeMille,https://m.media-amazon.com/images/M/MV5BN2RhZjgzYmItYzE5Ny00YzkxLTk2NjAtZDU5YzdmY2U3ZDcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg
"Murder, Anyone?",2022,"['Comedy', 'Crime', 'Mystery']",,,,,,,
The Killing of Billy the Kid,2023,['Western'],,,,,,,
Honor Student,2023,['Thriller'],,,,,,,
Ruling of the Heart,2018,['Drama'],1h 25m,6.5,TV-PG,145,"When a strict judge gets stuck in a café during a snowstorm, he's confronted by two people he made judgments against and learns that the truth isn't always what appears on the surface. As he looks deeper into the lives of others, as well as himself, he finds the proper balance be... Read all",Brian Brough,https://m.media-amazon.com/images/M/MV5BOGViZTY2YmUtYWU0NC00YWVmLTg0OTctZTZlMmJlNWNhODQyXkEyXkFqcGdeQXVyMjU3NDUxOTU@._V1_.jpg
Rogue Assassin,2012,['Action'],,,,,,,
Paralysis £,,,,,,,,,
Vegas Nights,2018,"['Comedy', 'Drama', 'Romance']",,,,,,,
The Great Caruso,1951,"['Biography', 'Drama', 'Music']",1h 49m,6.5,Approved,1.5K,"This film traces the life of tenor Enrico Caruso (1873-1921). He loves Musetta, in his home town of Naples, and then Dorothy, the daughter of one of the Metropolitan Opera's patrons. Caruso is unacceptable to both women's fathers: to Musetta's because he sings; to Dorothy's becau... Read all",Richard Thorpe,https://m.media-amazon.com/images/M/MV5BNTdlNjVlNDEtYWNmOS00ZWYwLTlhM2ItZTQ1M2E1MTNjODliXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
Plantadas,2023,['History'],,,,,,,
Stay at Home,2024,['Horror'],,,,,,,
Carol,,,,,,,,,
I Love Melvin,1953,"['Comedy', 'Musical', 'Romance']",1h 17m,6.5,Approved,1.1K,"Melvin, a photographer for ""Look"" magazine, meets Judy and wants to marry her. Her father is against that and as a last resort, Melvin promises to get Judy's photo on the cover of the next issue, a task easier said than done.",Don Weis,https://m.media-amazon.com/images/M/MV5BNDU2MWY1YzQtMzIzMy00MmJmLTlkZTAtMzBiZjUwMmM2MTRmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
Once Fallen,2010,['Crime'],1h 33m,4.8,R,1.5K,The hardest part about moving on is saying goodbye.,Ash Adams,https://m.media-amazon.com/images/M/MV5BNjMyMTQwMzQxMl5BMl5BanBnXkFtZTcwMjAzMTYwMw@@._V1_.jpg
Into the Sand,2025,"['Horror', 'Mystery', 'Sci-Fi']",,,,,,,
Carnival Magic,1983,"['Drama', 'Fantasy']",1h 26m,2.5,G,843,"A carnival magician with actual magic powers works with a talking chimp. The magician and the chimp soon become the stars of the carnival, drawing in big crowds. However, the wild-animal trainer decides to kidnap Alex and sell him.",Al Adamson,https://m.media-amazon.com/images/M/MV5BOTRmNGM2YjAtZjRhMC00MjYyLWIyNzUtYzRjZjg5YTQzODAwXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
The Speed Lovers,1968,"['Action', 'Drama', 'Sport']",,,,,,,
Blood Ransom,2014,"['Fantasy', 'Romance', 'Thriller']",1h 41m,4.2,TV-MA,518,A young woman fights the monster she's becoming to save the life of the man she loves.,Francis dela Torre,https://m.media-amazon.com/images/M/MV5BMTk5Njc4NTI2OV5BMl5BanBnXkFtZTgwMzMxNTE1NDE@._V1_.jpg
Strange Cargo,1940,"['Adventure', 'Drama', 'Romance']",1h 53m,6.9,Approved,3K,Convicts escaping from Devil's Island come under the influence of a strange Christ-like figure (Ian Hunter).,Frank Borzage,https://m.media-amazon.com/images/M/MV5BOGQ1ZmZhY2UtZGFiYi00NjhiLTkwOGItY2NlZThlODVmNTQxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg
Habitual,2019,['Horror'],1h 35m,3.3,TV-MA,170,"A fistful of drug popping ravers and an insane mental patient take a hell bent trip to an underground rave party ""The Habit"", being held at an abandon lunatic asylum in Salem Massachusetts. The groups plan to party all night drastically morph into chaotic hallucinations of the ra... Read all",Johnny Hickey,https://m.media-amazon.com/images/M/MV5BNDJiNzllYTEtODM0Yi00ZTU5LWIwYWQtMzYzNmE0YzczOGZhXkEyXkFqcGdeQXVyMTI1NDY3NjU@._V1_.jpg
Recoil,1998,['Action'],1h 36m,5.3,R,740,A mafia Godfather exacts revenge on the policeman responsible for his son's death during a bank robbery. The officer then unleashes his fury in retaliation for the death of his family.,Art Camacho,https://m.media-amazon.com/images/M/MV5BMjU2NTIxMjctMGZhNS00ZWVkLWJhNGYtZTI0YTdmOWRjZDBlXkEyXkFqcGdeQXVyNjE2MzI5ODM@._V1_.jpg
The Marriage of a Young Stockbroker,1971,['Comedy'],1h 35m,6.1,PG,176,"A stock-broker is stuck in a dreary job and a marriage that's become a dull routine. To cope with the boredom and frustration, he resorts to voyeurism and extramarital love affairs.",Lawrence Turman,https://m.media-amazon.com/images/M/MV5BYzdlZTJlN2ItNTg4MC00NDdmLTk2MGYtZDU0MGI0ZjQ1YjViXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg
Lazer Team 2,2017,"['Action', 'Comedy', 'Sci-Fi']",1h 26m,6.3,Not Rated,3.6K,"After one of their own is lost in another dimension, the Lazer Team groups together once again to fight against a new threat.",Daniel Fabelo,https://m.media-amazon.com/images/M/MV5BMzk1NDMwMTUxN15BMl5BanBnXkFtZTgwNTIzNDAxNDM@._V1_.jpg
Catch My Soul,1974,"['Drama', 'Musical']",1h 37m,5.9,PG,96,"Set in the American Southwest, Othello is a wandering evangelist who happens onto Iago's remote commune.",Patrick McGoohan,https://m.media-amazon.com/images/M/MV5BZTk3NWJhODgtMGMzYi00NWM5LWJmY2QtNWZmNzQyYTMwNTM5XkEyXkFqcGdeQXVyNjU1NzkwMTE@._V1_.jpg
Disco Godfather,1979,"['Action', 'Crime', 'Drama']",1h 38m,5.2,R,1.8K,Rudy Ray Moore's fourth in a series of cult favorites finds him playing an ex-cop called back into action to stop an angel dust producer. The angel dust hallucinations alone are well worth the price of admission!,J. Robert Wagoner,https://m.media-amazon.com/images/M/MV5BMTk2NjE0OTgxMl5BMl5BanBnXkFtZTgwMTUzNTkwMzE@._V1_.jpg
The 6th Friend,2016,['Horror'],,,,,,,
Pie in the Sky,1995,"['Comedy', 'Romance']",1h 35m,5.8,R,902,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,Bryan Gordon,https://m.media-amazon.com/images/M/MV5BMTAxMTQwNTg1NjNeQTJeQWpwZ15BbWU3MDEzMzI0MjE@._V1_.jpg
Uncle Nino,2003,"['Comedy', 'Drama', 'Family']",1h 44m,6.5,PG,854,"A distant, slightly dysfunctional family is brought closer together when the father's long-estranged Uncle Nino comes from Italy to Chicago for a surprise visit.",Robert Shallcross,https://m.media-amazon.com/images/M/MV5BNWVlODliYjUtZWZjYy00ODExLThkOWItZDBiYzMwNmM2YmM3XkEyXkFqcGdeQXVyMTIzNTI5NTM1._V1_.jpg
Confessions of a Sexist Pig,1998,['Comedy'],,,,,,,
One Night in the Tropics,1940,"['Comedy', 'Musical', 'Romance']",1h 22m,6.3,Approved,1.9K,"Jim ""Lucky"" Moore (Allan Jones), an insurance salesman, comes up with a novel policy for his friend, Steve (Robert Cummings): a 'love insurance policy', that will pay out $1-million if Steve does not marry his fiancee, Cynthia (Nancy Kelly). The upcoming marriage is jeopardized b... Read all",A. Edward Sutherland,https://m.media-amazon.com/images/M/MV5BYmVlMDgwY2EtMjhhYy00M2ViLWFlOTUtNzg2MTk3ZTYzNzMyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_.jpg
The Grotto,2022,"['Comedy', 'Drama']",,,,,,,
Babar: The Movie,1989,"['Animation', 'Adventure', 'Family']",1h 10m,6.3,G,1.1K,"In his spectacular film debut, young Babar, King of the Elephants, must save his homeland from certain destruction by Rataxes and his band of invading rhinos.",Alan Bunce,https://m.media-amazon.com/images/M/MV5BNzk0Nzg2ZGEtNzA4YS00MWVlLWFjNDQtYmExN2Q5MGZhNmIyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
Hotel California,2008,"['Action', 'Crime', 'Drama']",,,,,,,
The Silence of Others,2018,['Documentary'],,,,,,,
First Monday in October,1981,"['Comedy', 'Drama']",1h 38m,6.4,R,1.7K,"For the first time in history a woman is appointed to the U.S. Supreme Court, where she becomes a friendly rival to a liberal associate.",Ronald Neame,https://m.media-amazon.com/images/M/MV5BNDU0OThlOGYtNmJiZC00NzgzLWE1NmYtYzIwZTdlNDkwZTdiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg
Sidney,2022,"['Documentary', 'Biography']",1h 51m,7.8,PG-13,1.2K,"Follow the real life story of Sidney Poitier, the Oscar winner of 1964.",Reginald Hudlin,https://m.media-amazon.com/images/M/MV5BZGI3Zjg4YzUtNDk4ZS00ZGI5LTk2MDEtMWFjYWRlOWJiYTllXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
Freedom Riders,2010,"['Documentary', 'History']",1h 57m,8,Not Rated,429,The story of the Civil Rights Movement interstate busing protest campaign.,Stanley Nelson,https://m.media-amazon.com/images/M/MV5BYzczNzM0ZGItMTJmOS00MGI0LTk2NDUtYTY2ZmE0MTViNjU4XkEyXkFqcGdeQXVyNjg3MTM5MDk@._V1_.jpg
The Moment,2013,"['Adventure', 'Drama', 'Mystery']",1h 30m,4.9,Not Rated,557,"After a tumultuous affair between international photojournalist Lee (Jennifer Jason Leigh) and troubled writer John (Martin Henderson) ends in John's disappearance, Lee lands in a mental hospital to recuperate. She strikes up a friendship with a fellow patient bearing an uncanny ... Read all",Jane Weinstock,https://m.media-amazon.com/images/M/MV5BMjA2OTcwNTI3Nl5BMl5BanBnXkFtZTcwNjAyNDczOQ@@._V1_.jpg
Attack of the Killer Chickens: The Movie,2022,"['Comedy', 'Horror', 'Sci-Fi']",,,,,,,
Site,,,,,,,,,
The Ghostmaker,2012,"['Fantasy', 'Horror', 'Sci-Fi']",1h 31m,4.9,R,2.4K,A group of friends use an ancient coffin to experience the world as ghosts. Inspired by true events.,Mauro Borrelli,https://m.media-amazon.com/images/M/MV5BMTc5NTUxNTAwMF5BMl5BanBnXkFtZTgwMTE5NzU5OTE@._V1_.jpg
Death Drop Gorgeous,2020,"['Comedy', 'Horror']",,,,,,,
Take Your Pills,2018,['Documentary'],1h 27m,6.3,TV-14,5.7K,"Every era gets the drug it deserves. In America today, where competition is ceaseless from school to the workforce and everyone wants a performance edge, Adderall and other prescription stimulants are the defining drugs of this generation.",Alison Klayman,https://m.media-amazon.com/images/M/MV5BNWQ5NDYxNjYtODc4Ni00NmIyLWEyMGYtNGM0N2ZmYjgzYTliXkEyXkFqcGdeQXVyNTg0MzU3NjM@._V1_.jpg
Rogue River,2011,"['Horror', 'Thriller']",1h 21m,4.3,R,2K,"While spreading her father's ashes, Mara meets Jon who offers to give her a ride. Risking everything to escape this hell she's entered, she won't stop running until she finds safety.",Jourdan McClure,https://m.media-amazon.com/images/M/MV5BMjliYmYwNDAtMjJmMi00ZjkyLThkNTMtMDM0NWRlMzhlOTg0XkEyXkFqcGdeQXVyMTEzODQxNzQ1._V1_.jpg
God's Compass,2016,['Drama'],,,,,,,
Eskimo,1933,['Drama'],1h 57m,7,Passed,608,The happy life of an Eskimo is disastrously changed when he mingles with an unscrupulous white trader.,W.S. Van Dyke,https://m.media-amazon.com/images/M/MV5BZmU3ZDQzNzctMzNkNi00MjM2LTljMGItMjQ5N2U5YzYxOGVmXkEyXkFqcGdeQXVyODQ2NzAzMjY@._V1_.jpg
Love! Valour! Compassion!,1997,"['Comedy', 'Drama', 'Romance']",1h 48m,7,R,3.7K,"Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's ""significant other,"" who is blind but who loves to explore the home's garden using his sense of touch; Art and Perry, two ""yuppies"" who ... Read all",Joe Mantello,https://m.media-amazon.com/images/M/MV5BYWY4MzE2NWUtNTU1Yi00ODI1LWI2ZTMtNmVhNmZmNDQxMzMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Lady Cocoa,1975,"['Crime', 'Drama']",1h 33m,4.7,R,391,Foxy Lady Cocoa is out to take down her mobster boyfriend.,Matt Cimber,https://m.media-amazon.com/images/M/MV5BNDE0OTllNzEtN2UyMS00YzBjLWE1ZDctNGRlOGIwZWQ2OWZlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
Werewolf Bitches from Outer Space,2017,['Comedy'],1h 13m,2.5,TV-MA,93,Three werewolf women from Uranus are sent to Earth.,Dylan Mars Greenberg,
Jack and Jill vs. the World,2008,"['Comedy', 'Drama', 'Romance']",1h 30m,5.5,PG-13,3.1K,"Jack is a N.Y.C. advertising executive with a life as glossy as the commercials he spins. Jill is new to the city, with nothing to stand on but her fiery personality and romantic ideals. Opposites attract, and together they author their own manifesto of ""rules to live by."" But Ji... Read all",Vanessa Parise,https://m.media-amazon.com/images/M/MV5BZTQwYTk0NTktMmJmMi00MTUzLWE5ZDAtY2Q1MzJlZWIxMjNmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
Dracula's Widow,1988,"['Horror', 'Thriller']",1h 26m,4.1,R,683,"The young owner of a waxworks in Hollywood receives six instead of five ordered chests with Romanian antiques. He does not know that Vanessa, widow of Count Dracula, sleeps in the sixth chest. She rises in the night and walks around craving for blood. A thief witnessing the murde... Read all",Christopher Coppola,https://m.media-amazon.com/images/M/MV5BMmUwMTRkODYtYThiNy00YjA0LWFlNmItYzg3NDk2YWQzNDI3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg
